id,query,tool_call
Q-01170,We need an immediate trajectory calculation to avoid incoming debris—station currently at 408 km LEO.,"calculate_trajectory(maneuver='debris_avoidance',urgency='immediate')"
Q-01171,Kozlov reported Vicuña's thermal readings are higher than expected—can we get the current status of the thermal system there?,"get_module_status(module='vicuna',system='thermal')"
Q-01172,Oxygen readings in Colibrí have dropped to 14.8% and are still falling. Should we escalate this to the flight director?,"send_alert(module='colibri',severity='high',reason='oxygen_leak')"
Q-01174,Increase ventilation in Jaguar to help regulate temperature levels.,"control_system(module='jaguar',system='ventilation',action='increase')"
Q-01175,We've lost all ground contact through Colibrí—blackout now at 81 minutes and counting. What emergency steps should we initiate for this communications failure?,"send_alert(module='colibri',severity='high',reason='communication_loss')"
Q-01176,Shut down the ventilation system in Colibrí—we need to isolate it before the next crew rotation.,"control_system(module='colibri',system='ventilation',action='deactivate')"
Q-01177,Tucán hull stress sensors just spiked to 90.5% — Kai Nakamura reports possible micrometeorite impact. What emergency steps do we initiate?,"activate_protocol(protocol_id='MASA-SEC-008',scope='module_only')"
Q-01178,Where is the crew currently located in Vicuña?,"get_crew_status(module='vicuna',info='location')"
Q-01179,Tucán hull stress sensors are reading 88.3%—should we flag this as a possible micrometeorite impact?,"send_alert(module='tucan',severity='high',reason='structural_damage')"
Q-01180,Tucán pressure sensors just hit 73.7 kPa and are still falling — should we log an alert?,"send_alert(module='tucan',severity='critical',reason='pressure_drop')"
Q-01181,Jaguar power grid showing 97.5% consumption and climbing rapidly — Kai Nakamura just reported possible overload risk. What emergency procedure should we initiate?,"send_alert(module='jaguar',severity='critical',reason='power_fluctuation')"
Q-01182,We’ve got a pressure differential at Vicuña’s docking port reading 5.5 kPa during active docking—what emergency procedure covers this scenario?,"activate_protocol(protocol_id='MASA-SEC-013',scope='module_only')"
Q-01183,"We’ve got a rapid pressure drop in Quetzal, currently reading 75.1 kPa—what emergency procedure should we initiate for this scenario?","activate_protocol(protocol_id='MASA-SEC-001',scope='station_wide')"
Q-01184,Medical Officer Lucía Mendoza just reported crew vitals showing distress in Vicuña—what emergency procedure do we follow?,"activate_protocol(protocol_id='MASA-SEC-005',scope='module_only')"
Q-01185,Vicuña power bus voltage just hit 103.2 V—what emergency procedure covers this kind of fluctuation?,"activate_protocol(protocol_id='MASA-SEC-018',scope='module_only')"
Q-01186,Can you pull up the full background profile for Commander Santiago Reyes before the next crew briefing?,no_action
Q-01187,Cóndor's power grid is at 97.5% capacity—should we flag this as a critical system stress? Commander Reyes just reported fluctuating lights in the module.,"send_alert(module='condor',severity='critical',reason='power_fluctuation')"
Q-01188,Jaguar power grid showing 97.5% consumption and climbing rapidly — Kai Nakamura reports fluctuating readings in the life support systems. What emergency procedure do we initiate here?,"activate_protocol(protocol_id='MASA-SEC-006',scope='station_wide')"
Q-01189,Kozlov just reported an urgent software update needed in Cóndor—can we schedule this immediately to avoid any command system interruptions?,"schedule_maintenance(module='condor',task='software_update',priority='urgent')"
Q-01190,What is Pavel Kozlov currently working on in the Jaguar module?,"get_crew_status(module='jaguar',info='current_activity')"
Q-01191,Ana Valdivia just reported the Quetzal airlock equalization rate is climbing at 1.4 kPa per minute — what emergency procedure do we initiate right now?,"activate_protocol(protocol_id='MASA-SEC-017',scope='module_only')"
Q-01192,Cóndor pressure sensors are showing 85.5 kPa and still declining—what emergency response should we initiate here?,"activate_protocol(protocol_id='MASA-SEC-011',scope='module_only')"
Q-01193,Cóndor pressure just dropped to 79.7 kPa and is still falling—what emergency response should we initiate? Commander Reyes reports possible hull breach indicators.,"activate_protocol(protocol_id='MASA-SEC-001',scope='station_wide')"
Q-01194,Cóndor's temperature is rising at 4.5 degrees per minute—should we flag this immediately?,"send_alert(module='condor',severity='critical',reason='abnormal_temperature')"
Q-01195,We need to schedule an urgent hull inspection for the Colibrí module—Valdivia noticed potential stress points during her last systems check.,"schedule_maintenance(module='colibri',task='hull_inspection',priority='urgent')"
Q-01196,We’ve got a rapid pressure drop in Jaguar—sensors just hit 80.5 kPa and still falling. Commander Reyes reports possible hull breach. What emergency procedure do we initiate?,"activate_protocol(protocol_id='MASA-SEC-001',scope='station_wide')"
Q-01197,We’ve got a CO₂ spike in Vicuña—readings just hit 2.3% and crew’s reporting headaches. What emergency steps do we need to take here?,"activate_protocol(protocol_id='MASA-SEC-009',scope='module_only')"
Q-01198,Tucán oxygen concentration has dropped to 12.4% — Engineer Kozlov reports crew symptoms. What emergency procedure do we initiate immediately?,"activate_protocol(protocol_id='MASA-SEC-002',scope='station_wide')"
Q-01199,"What’s the standard response time for life support alerts in Jaguar per MASA-SEC, and how does it differ from station-wide emergencies?",no_action
Q-01200,Vicuña hull stress sensors are reading 93.6% and climbing—Engineer Kozlov reports possible micrometeorite impact. Should we escalate this to command immediately?,"send_alert(module='vicuna',severity='high',reason='structural_damage')"
Q-01201,Tucán oxygen concentration has dropped to 11.4%—what emergency procedure covers this scenario?,"activate_protocol(protocol_id='MASA-SEC-002',scope='station_wide')"
Q-01202,We’ve got a rapid temperature rise in Colibrí—sensors showing 4.1 degrees per minute and climbing. What emergency procedure do we initiate for this scenario?,"activate_protocol(protocol_id='MASA-SEC-003',scope='module_only')"
Q-01204,Cóndor pressure sensors just dropped to 77.5 kPa — Commander Reyes is reporting a possible hull breach. What emergency procedure should we initiate for this situation?,"send_alert(module='condor',severity='critical',reason='pressure_drop')"
Q-01205,Cóndor's temperature is rising at 3.0 degrees per minute—should we log an alert for this rapid increase?,"send_alert(module='condor',severity='critical',reason='abnormal_temperature')"
Q-01207,"We need to calculate the station-keeping trajectory for Kuntur Station—altitude 408 km LEO, standard planned burn parameters.","calculate_trajectory(maneuver='station_keeping',urgency='planned')"
Q-01208,Radiation sensors in Colibrí are reading 1.6 mSv/hr and rising—what emergency steps do we take for this scenario?,"activate_protocol(protocol_id='MASA-SEC-012',scope='station_wide')"
Q-01209,Check fuel inventory levels and submit a routine resupply request before the next cargo transfer window.,"request_supply(category='fuel',urgency='routine')"
Q-01210,Cóndor radiation sensors just spiked to 6.9 mSv/hr — Commander Reyes reports the crew is sheltering in place. What’s the emergency procedure for this?,"activate_protocol(protocol_id='MASA-SEC-004',scope='station_wide')"
Q-01211,Check the current communications system status in Cóndor—we need to confirm everything is nominal before the next crew report.,"get_module_status(module='condor',system='communications')"
Q-01212,Check the current food stock levels in Vicuña and submit a resupply request for routine restocking.,"request_supply(category='food',urgency='routine')"
Q-01213,Radiation sensors in Vicuña are reading 3.6 mSv/hr and climbing—what emergency procedure do we initiate? Ana Valdivia just reported a spike over the last 15 minutes.,"activate_protocol(protocol_id='MASA-SEC-012',scope='station_wide')"
Q-01214,Kozlov just reported the airlock equalization rate in Vicuña is climbing to 1.3 kPa per minute—what emergency steps do we initiate for this situation?,"activate_protocol(protocol_id='MASA-SEC-017',scope='module_only')"
Q-01215,Can we get a structural integrity update for Quetzal after that last experiment cycle?,"get_module_status(module='quetzal',system='structural')"
Q-01216,We’re seeing a voltage fluctuation on the Colibrí power bus—current reading is 95.0 V. Should we flag this for further review?,"send_alert(module='colibri',severity='medium',reason='power_fluctuation')"
Q-01218,Oxygen concentration in Colibrí has dropped to 12.3% — Kai Nakamura just reported crew members are feeling lightheaded. What’s the next step here?,"send_alert(module='colibri',severity='critical',reason='oxygen_leak')"
Q-01219,Pull the 24-hour humidity readings from Tucán for the environmental report.,"get_telemetry(module='tucan',metric='humidity',timeframe_hours=24)"
Q-01220,Kozlov just reported a sensor failure in Vicuña that's affecting cargo monitoring—can we get this repaired urgently before the next supply transfer?,"schedule_maintenance(module='vicuna',task='sensor_repair',priority='urgent')"
Q-01221,Kai just reported Jaguar's oxygen concentration at 15.5% and still falling—what’s the next emergency procedure?,"activate_protocol(protocol_id='MASA-SEC-010',scope='module_only')"
Q-01222,Decrease ventilation in Vicuña module to stabilize temperature readings.,"control_system(module='vicuna',system='ventilation',action='decrease')"
Q-01223,Cóndor O2 concentration has dropped to 15.1% over the past 30 minutes—what emergency procedure should we initiate for this scenario?,"activate_protocol(protocol_id='MASA-SEC-010',scope='module_only')"
Q-01224,"I need to log an alert — Vicuña radiation sensors just hit 5.1 mSv/hr, and Commander Reyes confirms readings are still climbing.","send_alert(module='vicuna',severity='critical',reason='radiation_spike')"
